PLAYER,TEAM,POS,CUSH,SEP,TAY,TAY%,REC,TAR,CTCH%,YDS,TD,YAC,xYAC,+/-,Season,Week
Larry Fitzgerald,ARI,WR,6.8,1.3,13.9,29.81,5,10,50,77,1,1.8,2.4,-0.6,2016,2
Julian Edelman,NE,WR,6.5,2.5,6.2,21.03,7,10,70,76,0,5.4,5.8,-0.4,2016,2
Cole Beasley,DAL,WR,5.5,4.9,7.9,23.47,5,6,83.33,75,0,6.7,6.3,0.3,2016,2
Jacob Tamme,ATL,TE,5.2,2.7,7.4,19.45,5,8,62.5,75,1,9.3,8,1.2,2016,2
Marqise Lee,JAX,WR,4.5,4,10.4,17.76,5,7,71.43,75,0,8,6.3,1.8,2016,2
Jordy Nelson,GB,WR,5,2.3,14.1,47,5,11,45.45,73,1,4.5,2.9,1.5,2016,2
Jordan Matthews,PHI,WR,6.4,3.8,9,27.04,6,9,66.67,71,0,6,5.7,0.4,2016,2
Julius Thomas,JAX,TE,4.8,3.8,11.8,20.1,4,7,57.14,71,0,10.5,12.2,-1.6,2016,2
Amari Cooper,OAK,WR,3.4,2.3,10.3,38.07,5,9,55.56,71,0,7.4,6,1.4,2016,2
Mike Evans,TB,WR,5.4,2,18.3,53.92,6,18,33.33,70,1,0.7,1.9,-1.2,2016,2
Jordan Reed,WAS,TE,5.1,2.5,11.8,15.05,5,7,71.43,70,0,2.3,4.3,-2,2016,2
Jeremy Maclin,KC,WR,8.9,2.4,12.4,52.98,6,15,40,68,0,1.5,3.3,-1.8,2016,2
Brandin Cooks,NO,WR,7.3,3.1,8.2,22.77,7,9,77.78,68,0,3.7,3,0.6,2016,2
Adam Humphries,TB,WR,6.2,4,8,10.51,6,8,75,67,0,8.5,7.4,1.1,2016,2
Steve Smith,BAL,WR,6.6,1.6,16,18.71,3,6,50,64,0,2,3.1,-1.1,2016,2
Allen Hurns,JAX,WR,5.7,2.1,14.6,35.45,5,10,50,64,0,1.7,4,-2.3,2016,2
Tyrell Williams,LAC,WR,3.9,3,11.2,28.46,3,6,50,61,1,16.7,11.2,5.6,2016,2
Lance Kendricks,LAR,TE,3.9,1.2,10.6,21.21,4,6,66.67,61,0,6.2,7.5,-1.4,2016,2
Chris Hogan,NE,WR,6.1,3.3,13,26.56,4,6,66.67,59,0,5.2,4.5,0.7,2016,2
Josh Doctson,WAS,WR,4.6,1.6,27.2,24.8,1,5,20,57,0,13.5,8.2,5.4,2016,2
Michael Thomas,NO,WR,3.6,2.4,8.9,13.71,4,5,80,56,0,6.8,6.1,0.7,2016,2
Torrey Smith,SF,WR,7.3,1.7,16.6,41.23,3,10,30,55,1,0.6,1.6,-0.9,2016,2
Willie Snead,NO,WR,4.6,2.3,7.7,18.98,5,8,62.5,54,1,4,4.4,-0.4,2016,2
Allen Robinson,JAX,WR,4.2,3,12.1,14.66,3,5,60,54,0,8,8.5,-0.5,2016,2
Eric Ebron,DET,TE,5.8,2.3,10.3,20.37,4,7,57.14,53,0,5.2,4.8,0.4,2016,2
Eddie Royal,CHI,WR,5.5,3.7,2.6,6.49,4,6,66.67,52,0,13,6.2,6.8,2016,2
Vernon Davis,WAS,TE,6.3,5.3,4.2,3.85,5,5,100,51,0,6,6,0,2016,2
Tavon Austin,LAR,WR,7.2,2.8,11.7,35.34,5,9,55.56,50,0,2.3,4.8,-2.5,2016,2
Clive Walford,OAK,TE,5,6.6,4.7,13.53,6,7,85.71,50,1,4.3,6.5,-2.2,2016,2
Jordan Cameron,MIA,TE,8.5,3.7,9.4,14.57,5,7,71.43,49,1,5.5,5.7,-0.2,2016,2
Trey Burton,PHI,TE,3.6,2.4,7.3,17.02,5,7,71.43,49,1,3.1,2.3,0.8,2016,2
Anquan Boldin,DET,WR,5.1,2.6,7,13.79,4,7,57.14,48,1,3.3,2.1,1.2,2016,2
Vincent Jackson,TB,WR,7.9,2,14.2,21.01,4,9,44.44,44,0,2.1,2.1,-0.1,2016,2
Nelson Agholor,PHI,WR,7.9,2.1,18.5,43.39,4,7,57.14,42,0,5,5.8,-0.8,2016,2
Randall Cobb,GB,WR,6.9,2.9,6.1,13,5,7,71.43,42,0,7,7.1,-0.1,2016,2
Mike Wallace,BAL,WR,7.2,1.7,18.1,21.13,4,6,66.67,41,2,1.7,3.2,-1.6,2016,2
T.Y. Hilton,IND,WR,5.5,2.9,10.3,33.96,4,11,36.36,41,0,2.3,3.8,-1.5,2016,2
Adam Thielen,MIN,WR,4.3,2,12.3,20.93,4,5,80,41,0,0.1,1.1,-1,2016,2
DeSean Jackson,WAS,WR,6.9,3.6,20.1,18.35,3,5,60,40,0,8.9,12.5,-3.6,2016,2
Rishard Matthews,TEN,WR,5.3,2.3,12.2,30.68,4,6,66.67,40,0,1.9,3.2,-1.3,2016,2
Brandon LaFell,CIN,WR,8.2,2.3,11,21.26,3,8,37.5,39,0,1.6,1.7,-0.1,2016,2
Jamison Crowder,WAS,WR,6.8,3.6,12.4,18.07,6,8,75,39,1,1.5,2.9,-1.3,2016,2
Antonio Brown,PIT,WR,4.7,2.4,11.8,28.21,4,11,36.36,39,0,1.4,3.9,-2.5,2016,2
Emmanuel Sanders,DEN,WR,4.5,3,10.2,33.38,3,8,37.5,39,0,2.1,2.5,-0.4,2016,2
A.J. Green,CIN,WR,6.8,2.2,14.1,27.21,2,8,25,38,0,1.3,5.3,-4.1,2016,2
Jack Doyle,IND,TE,5,3.6,5.1,7.68,4,5,80,37,0,3.2,3.7,-0.5,2016,2
Gary Barnidge,CLE,TE,4.3,2.2,9.8,10.52,4,5,80,37,0,1,1.6,-0.6,2016,2
Kevin White,CHI,WR,5.5,3.2,13.3,33.19,4,6,66.67,36,0,2.7,4.6,-1.9,2016,2
Paul Richardson,SEA,WR,8.4,2.6,18.2,34.72,3,6,50,35,0,1.5,2.8,-1.3,2016,2
Travis Kelce,KC,TE,6.8,2.5,7.8,15.47,5,7,71.43,34,0,0.8,2.4,-1.6,2016,2
Zach Miller,CHI,TE,8.3,3.8,5.5,11.47,4,5,80,33,0,3.9,4.6,-0.8,2016,2
Tajae Sharpe,TEN,WR,6.1,2.2,9.5,27.82,4,7,57.14,33,0,3,3.1,-0.1,2016,2
Terrelle Pryor,CLE,WR,7.2,2.7,21.9,46.93,3,10,30,32,0,0.3,3.2,-2.9,2016,2
Breshad Perriman,BAL,WR,5.3,2.9,29.6,28.79,2,5,40,32,0,3.3,5.7,-2.3,2016,2
Darren Fells,ARI,TE,12,3.7,3.6,3.87,4,5,80,31,0,6.3,8.5,-2.2,2016,2
Michael Crabtree,OAK,WR,8.2,3,6.7,13.8,4,5,80,31,1,2.4,2.1,0.3,2016,2
Kyle Rudolph,MIN,TE,6.9,1.6,11,29.92,3,8,37.5,31,1,0.8,2.1,-1.2,2016,2
Jared Cook,GB,TE,5.5,4.4,5.8,10.47,4,6,66.67,31,0,0.8,2.6,-1.8,2016,2
Phillip Dorsett,IND,WR,7.8,1.3,18.2,27.24,1,5,20,30,0,-0.3,1.2,-1.5,2016,2
Jesse James,PIT,TE,7.2,2.5,9.4,10.24,3,5,60,29,1,0.9,2,-1.1,2016,2
Coby Fleener,NO,TE,5.1,2.1,11.3,27.85,2,8,25,29,0,4,6.3,-2.3,2016,2
Jeremy Kerley,SF,WR,4.8,1.7,11,16.34,3,6,50,29,0,3,2.8,0.2,2016,2
Charles Clay,BUF,TE,8,5.5,4.1,7.42,5,7,71.43,27,0,3.7,5.9,-2.2,2016,2
Davante Adams,GB,WR,5.8,2.1,10.9,23.03,3,7,42.86,26,0,1,1.7,-0.7,2016,2
Quinton Patton,SF,WR,8.3,4.1,7.4,11.03,3,6,50,25,0,3.5,4.9,-1.4,2016,2
Pierre Garcon,WAS,WR,5.6,2.2,9.5,12.2,2,7,28.57,25,0,1.7,1.3,0.3,2016,2
Seth Roberts,OAK,WR,4.8,3.3,9.2,22.75,3,6,50,25,0,6.6,4.9,1.7,2016,2
Larry Donnell,NYG,TE,7.9,3.4,4.6,6.91,4,5,80,24,0,2.2,3.5,-1.2,2016,2
Doug Baldwin,SEA,WR,7.1,3.3,6.3,12.05,3,6,50,20,0,2.9,4.2,-1.3,2016,2
Sammy Watkins,BUF,WR,3.7,2.1,22.8,29.14,2,5,40,20,0,-1,1.1,-2.1,2016,2
Mohamed Sanu,ATL,WR,8.3,4.7,7.3,11.97,3,5,60,19,0,4.8,7.5,-2.7,2016,2
Corey Brown,CAR,WR,5.8,3.5,5,7.38,3,6,50,15,0,3.5,5,-1.5,2016,2
Antonio Gates,LAC,TE,5,2.2,7,14.74,3,5,60,15,1,3,3.5,-0.5,2016,2
Golden Tate,DET,WR,3.3,2.4,15,33.86,2,8,25,13,0,3.4,7.2,-3.8,2016,2
Jermaine Kearse,SEA,WR,8.5,3.3,7.4,14.1,2,6,33.33,11,0,2,3.3,-1.3,2016,2
C.J. Uzomah,CIN,TE,3.8,2.6,10.3,19.88,3,8,37.5,9,0,-0.4,2.4,-2.7,2016,2
Michael Floyd,ARI,WR,6.5,1.7,17.6,22.77,2,6,33.33,8,1,-0.4,0,-0.4,2016,2
Marvin Jones,DET,WR,3.1,3.9,21.5,42.62,6,8,75,205,2,12,8.4,3.6,2016,3
T.Y. Hilton,IND,WR,4.3,3.9,14,52.98,8,11,72.73,174,1,8.9,6.1,2.8,2016,3
Doug Baldwin,SEA,WR,5.4,2.8,14.7,46.28,8,10,80,164,1,5.7,8.3,-2.5,2016,3
Terrelle Pryor,CLE,WR,4.8,3.3,13.1,68.16,8,14,57.14,144,0,7.2,6.1,1,2016,3
Antonio Brown,PIT,WR,4.7,1.8,8,31.29,12,18,66.67,140,0,4.4,3.8,0.6,2016,3
Mike Evans,TB,WR,7.2,2.8,10.2,30.38,10,14,71.43,132,1,2.2,2.8,-0.6,2016,3
Odell Beckham,NYG,WR,4.2,3.3,10.1,34.19,7,11,63.64,121,0,7.1,8.6,-1.6,2016,3
Jarvis Landry,MIA,WR,6.5,2.7,11.5,41.45,7,12,58.33,120,1,6.2,4.5,1.7,2016,3
Emmanuel Sanders,DEN,WR,5.8,3.5,8.3,37.54,9,13,69.23,117,2,4.6,3.9,0.7,2016,3
Coby Fleener,NO,TE,4.9,3.4,12.8,32.02,7,11,63.64,109,1,4.3,6.3,-2,2016,3
Michael Crabtree,OAK,WR,6.5,2,10,28.92,8,11,72.73,102,0,4.5,3,1.5,2016,3
Jordy Nelson,GB,WR,5.3,3,11.6,33.88,6,7,85.71,101,2,8,4.1,3.9,2016,3
Adam Humphries,TB,WR,7.9,3.6,4,10.18,9,12,75,100,0,7.5,7.1,0.5,2016,3
Demaryius Thomas,DEN,WR,5.9,2.4,11.1,27.02,6,7,85.71,100,1,4.8,4.3,0.5,2016,3
Jimmy Graham,SEA,TE,5.1,1.9,14.5,41.04,6,9,66.67,100,1,1,1.7,-0.7,2016,3
DeSean Jackson,WAS,WR,7,3.2,15.1,37.44,5,8,62.5,96,1,3.7,5.7,-2,2016,3
Travis Kelce,KC,TE,5.5,3.6,3.1,10.78,6,7,85.71,89,1,13.3,9.2,4.1,2016,3
Steve Smith,BAL,WR,6.1,2.9,6,23.68,8,11,72.73,87,0,4.7,5.6,-0.9,2016,3
Tavon Austin,LAR,WR,8.1,3.6,8.4,31.14,5,8,62.5,82,1,6.9,5.3,1.6,2016,3
Travis Benjamin,LAC,WR,6.2,1.7,12.1,31.06,4,7,57.14,82,0,8.8,7.7,1.2,2016,3
Brandon Coleman,NO,WR,6.9,2.9,9.7,17.75,7,8,87.5,78,0,1.3,3,-1.7,2016,3
Zach Miller,CHI,TE,5.1,1.9,6.3,12.56,8,9,88.89,78,2,2.9,1.6,1.3,2016,3
Jamison Crowder,WAS,WR,4.5,3.5,5.9,12.76,4,7,57.14,78,1,17,9.2,7.8,2016,3
A.J. Green,CIN,WR,7.2,3.1,8.2,41.94,8,11,72.73,77,0,3.1,3.9,-0.8,2016,3
Kenny Stills,MIA,WR,7.7,4.1,8.1,19.35,5,8,62.5,76,0,4.6,5.5,-1,2016,3
Cole Beasley,DAL,WR,7.1,2.7,8,22.88,7,7,100,73,0,2.4,3.9,-1.5,2016,3
Sterling Shepard,NYG,WR,5.8,3.2,10.7,23.12,5,7,71.43,73,1,4.4,2.8,1.6,2016,3
Hunter Henry,LAC,TE,4.5,2.4,9.1,16.64,5,5,100,72,0,5.4,6.6,-1.2,2016,3
Michael Thomas,NO,WR,4.7,1.6,5.6,13.97,7,11,63.64,71,1,3.7,4.5,-0.9,2016,3
Kyle Rudolph,MIN,TE,8,2.9,8.7,43,7,10,70,70,1,2,2.8,-0.7,2016,3
John Brown,ARI,WR,6.3,4,16.5,31.71,6,11,54.55,70,0,1.5,4.1,-2.5,2016,3
Alshon Jeffery,CHI,WR,4.3,2,8.9,13.78,5,7,71.43,70,0,6.3,2.7,3.6,2016,3
Tyrell Williams,LAC,WR,6.6,2.3,5.7,18.76,6,9,66.67,69,0,6,6.4,-0.4,2016,3
Eric Ebron,DET,TE,3.7,1.4,12.5,24.77,5,8,62.5,69,0,3.1,5.1,-2,2016,3
Gary Barnidge,CLE,TE,6,4.6,6,13.46,5,6,83.33,66,0,5.7,7.4,-1.7,2016,3
Michael Floyd,ARI,WR,7.2,3.4,17.9,34.39,4,11,36.36,65,0,1.7,7.4,-5.7,2016,3
Jack Doyle,IND,TE,2.8,4.4,3.5,7.27,6,6,100,65,0,7.3,7.9,-0.6,2016,3
Greg Olsen,CAR,TE,4.8,2.4,9.8,24.1,6,10,60,64,0,3.7,4.6,-0.9,2016,3
Ted Ginn,CAR,WR,6,2.1,23.5,40.48,3,7,42.86,62,0,4.2,7.3,-3.1,2016,3
Amari Cooper,OAK,WR,4.7,1.4,19.5,46.06,4,9,44.44,62,0,3.7,4.7,-1,2016,3
Kevin White,CHI,WR,4.6,1.8,16.2,49.93,6,14,42.86,62,0,1.2,2.2,-0.9,2016,3
Larry Fitzgerald,ARI,WR,7,2.5,6.5,13.63,7,12,58.33,60,0,2.7,2.6,0,2016,3
Pierre Garcon,WAS,WR,7.7,3.3,10.9,23.71,5,7,71.43,59,0,2.8,3.6,-0.8,2016,3
Allen Robinson,JAX,WR,4.4,2,11.3,35.98,7,11,63.64,57,2,1.7,2.1,-0.4,2016,3
Corey Brown,CAR,WR,3.3,4.6,10.9,13.4,4,5,80,57,0,3.7,3.7,0,2016,3
Jordan Reed,WAS,TE,4.5,2.2,8.3,18.15,4,7,57.14,56,0,3.9,3.3,0.6,2016,3
DeAndre Hopkins,HOU,WR,2.3,2.2,13.7,34.03,4,8,50,56,0,-0.4,2,-2.4,2016,3
Ryan Griffin,HOU,TE,7.7,3.2,5,15.55,8,10,80,52,0,3.1,3.6,-0.5,2016,3
Robert Woods,BUF,WR,6.1,3.6,11.1,32.32,6,8,75,51,0,2.7,4.6,-1.9,2016,3
DeVante Parker,MIA,WR,5.5,1.6,16.1,28.96,3,6,50,51,1,2.1,1,1.1,2016,3
Jaron Brown,ARI,WR,8,2.4,11.8,12.43,3,6,50,49,0,7.9,4.3,3.5,2016,3
Tajae Sharpe,TEN,WR,6.1,1.6,13.9,28.87,3,7,42.86,48,0,2.8,3,-0.2,2016,3
Cameron Brate,TB,TE,5.7,3.2,11.2,23.77,5,10,50,46,2,2.5,3,-0.6,2016,3
Marqise Lee,JAX,WR,8,3.5,7.7,15.72,5,7,71.43,44,0,8.8,9.9,-1.1,2016,3
Chris Conley,KC,WR,6.3,2,10.8,26.78,3,5,60,44,0,5.6,3.4,2.2,2016,3
Dennis Pitta,BAL,TE,4.2,2.6,8.2,23.56,6,8,75,42,0,3,4.1,-1,2016,3
Allen Hurns,JAX,WR,7.9,3,12.8,29.83,4,8,50,40,0,2.5,4.8,-2.2,2016,3
Stefon Diggs,MIN,WR,4.7,2.2,8.1,28.04,4,7,57.14,40,0,0.2,1.7,-1.5,2016,3
Dez Bryant,DAL,WR,4.7,1.5,11.6,28.33,3,6,50,40,1,3,1.7,1.3,2016,3
Golden Tate,DET,WR,2.9,2.6,6.6,9.78,4,6,66.67,40,0,6.2,6.8,-0.5,2016,3
Julian Edelman,NE,WR,8.1,3.3,5.8,20.62,4,6,66.67,38,0,6,3.3,2.7,2016,3
Kenny Britt,LAR,WR,6.8,1.7,11.4,31.79,4,6,66.67,38,0,1.9,1.9,0,2016,3
Vincent Jackson,TB,WR,9,2.1,15.9,20.34,3,6,50,37,0,0.4,1,-0.6,2016,3
Quincy Enunwa,NYJ,WR,5.8,2.4,11.1,27.01,4,11,36.36,37,0,4.3,4.9,-0.7,2016,3
Jeremy Maclin,KC,WR,7.9,3,12.9,44.68,4,7,57.14,35,0,5.2,9.4,-4.1,2016,3
Dwayne Allen,IND,TE,3.3,3.1,10.5,18.04,3,5,60,35,0,2.2,2.6,-0.5,2016,3
Mike Wallace,BAL,WR,3.7,1.1,14.8,31.82,3,6,50,34,0,2,1.6,0.4,2016,3
Rishard Matthews,TEN,WR,8.7,1.1,10.3,24.41,3,8,37.5,32,0,2.4,1.8,0.6,2016,3
Eli Rogers,PIT,WR,5.2,3,15.2,16.46,2,5,40,32,0,4.6,7.6,-3,2016,3
Will Fuller,HOU,WR,6.2,3.1,14.9,32.31,3,7,42.86,31,0,0.5,2.4,-1.9,2016,3
Eric Decker,NYJ,WR,3.3,1.5,19,25.33,1,6,16.67,31,0,11.9,13.7,-1.8,2016,3
Walt Powell,BUF,WR,7.1,3.4,3.6,6.48,3,5,60,28,0,6.3,2.3,4,2016,3
Seth Roberts,OAK,WR,6.4,2.2,7.8,12.24,2,6,33.33,27,1,10.6,1.4,9.2,2016,3
Brandon Marshall,NYJ,WR,4.1,1.6,13.7,30.53,3,10,30,27,0,3,6.4,-3.3,2016,3
Jeremy Kerley,SF,WR,6.5,2,10.6,33.52,2,6,33.33,24,0,1.5,4.4,-2.9,2016,3
Anquan Boldin,DET,WR,3.7,1.6,7.2,10.75,4,6,66.67,22,1,0.9,1.3,-0.4,2016,3
Josh Huff,PHI,WR,4.3,4.1,-0.1,-0.42,4,5,80,20,0,6.6,6.5,0.1,2016,3
Trey Burton,PHI,TE,7.8,3.8,5.2,18.46,2,6,33.33,19,0,11.4,5.9,5.5,2016,3
Jalin Marshall,NYJ,WR,7.6,4.9,6.6,7.29,2,5,40,19,0,7,6.1,1,2016,3
Julio Jones,ATL,WR,4.9,1.8,13.2,41.53,1,7,14.29,16,0,-0.6,-0.3,-0.3,2016,3
Will Tye,NYG,TE,4.7,0.9,9.5,14.62,3,5,60,14,0,0.7,1.5,-0.8,2016,3
Julius Thomas,JAX,TE,11.1,3.1,7.3,10.6,2,5,40,13,0,1.6,3.7,-2.1,2016,3
Brandin Cooks,NO,WR,5.5,3.4,12.8,23.44,2,8,25,13,0,5.4,11.1,-5.7,2016,3
Marquise Goodwin,BUF,WR,9.2,2.6,26.5,48.14,1,5,20,6,0,0.4,2.4,-2,2016,3
Markus Wheaton,PIT,WR,5.1,1.5,18.6,20.11,1,5,20,2,0,-0.5,0.7,-1.1,2016,3
Julio Jones,ATL,WR,2.9,2.3,17.6,57.81,12,15,80,300,1,9.4,5.7,3.7,2016,4
A.J. Green,CIN,WR,4.9,2.4,12,62.92,10,12,83.33,173,1,5.5,5.3,0.2,2016,4
John Brown,ARI,WR,8.1,3.8,12.2,38.06,10,16,62.5,144,0,4.3,2.9,1.3,2016,4
Dontrelle Inman,LAC,WR,6.6,3.2,9.2,30.13,7,11,63.64,120,1,8.2,5.8,2.4,2016,4
Jimmy Graham,SEA,TE,5.1,3.1,13.4,35.69,6,8,75,113,0,5.1,8,-2.9,2016,4
Steve Smith,BAL,WR,6.7,2.2,9.2,26.99,8,11,72.73,111,1,7,2.9,4.1,2016,4
Eddie Royal,CHI,WR,4.4,4.2,7.1,20.72,7,7,100,111,1,8.8,7.1,1.7,2016,4
Martellus Bennett,NE,TE,9.1,5.4,7.4,16.7,5,6,83.33,109,0,15.9,9.1,6.8,2016,4
Demaryius Thomas,DEN,WR,7.5,1.6,11.6,19.22,6,7,85.71,94,1,3.3,4.6,-1.3,2016,4
Robert Woods,BUF,WR,3.8,2.9,10.3,29.69,7,10,70,89,0,2.8,3.9,-1.1,2016,4
Brandon Marshall,NYJ,WR,2.1,2.7,17.5,50.77,4,12,33.33,89,1,5.9,5.5,0.5,2016,4
Emmanuel Sanders,DEN,WR,7.7,2.3,16.1,49.6,8,13,61.54,88,1,1.2,2.7,-1.5,2016,4
Michael Crabtree,OAK,WR,5,1.3,13.9,57.71,7,12,58.33,88,3,0,0.5,-0.6,2016,4
Jeremy Kerley,SF,WR,4.7,2.7,11.4,37.39,6,9,66.67,88,1,3.4,4.6,-1.2,2016,4
Will Fuller,HOU,WR,6.2,3.2,10.1,29.7,7,9,77.78,81,1,6.9,4,2.8,2016,4
Sammie Coates,PIT,WR,8.6,3.3,14.1,36.88,6,8,75,79,0,3.9,6,-2,2016,4
Garrett Celek,SF,TE,8.4,3.5,9.2,16.68,5,5,100,79,0,6.6,7,-0.4,2016,4
Jeremy Maclin,KC,WR,7.6,3.3,9.4,24.67,5,8,62.5,78,0,3,6.4,-3.4,2016,4
Greg Olsen,CAR,TE,3.4,1.6,13.1,41.92,6,13,46.15,76,1,2.5,4.1,-1.6,2016,4
Marvin Jones,DET,WR,6,2.3,8.8,22.38,5,7,71.43,74,0,6.8,4.8,1.9,2016,4
Jordan Reed,WAS,TE,5.9,3.5,6.4,45.95,9,10,90,73,2,4.3,3.9,0.4,2016,4
Chris Conley,KC,WR,7.9,2.3,9.2,21,6,7,85.71,70,0,2.3,2.8,-0.5,2016,4
Brian Quick,LAR,WR,5.4,1.8,17.6,35.21,2,6,33.33,69,2,25.7,1.1,24.6,2016,4
Cameron Brate,TB,TE,3.9,2.1,14.3,27.67,5,8,62.5,67,0,1.8,2.4,-0.6,2016,4
Antonio Brown,PIT,WR,2.7,2.3,15.1,24.78,4,5,80,64,2,0.4,2.9,-2.5,2016,4
Larry Fitzgerald,ARI,WR,7.8,2.2,13.1,17.89,5,7,71.43,62,0,6.3,3.6,2.6,2016,4
Jarvis Landry,MIA,WR,6.2,2.3,6.2,36.18,7,10,70,61,0,3.1,4.5,-1.3,2016,4
Hunter Henry,LAC,TE,3.6,2.7,10.3,21.46,4,7,57.14,61,1,3.5,3.8,-0.2,2016,4
Quincy Enunwa,NYJ,WR,7.6,1.9,6.6,11.11,6,7,85.71,60,0,3.1,3.7,-0.7,2016,4
Mike Evans,TB,WR,5.8,1.9,17.7,47.16,5,11,45.45,59,0,0.4,1.8,-1.5,2016,4
Gary Barnidge,CLE,TE,3,4.3,4.5,17.9,7,7,100,57,0,3.6,3.4,0.2,2016,4
Kyle Rudolph,MIN,TE,7.9,2.2,8.2,21.53,5,7,71.43,55,1,3.5,4.7,-1.2,2016,4
Kevin White,CHI,WR,6.7,2.8,9.4,35.29,6,9,66.67,55,0,4.4,2.6,1.8,2016,4
Allen Robinson,JAX,WR,4.8,1.3,14.8,66.91,5,10,50,55,1,0.1,1.7,-1.6,2016,4
Ryan Griffin,HOU,TE,2.6,2.9,11.7,18.99,3,5,60,54,0,8.4,9.4,-1,2016,4
Albert Wilson,KC,WR,7.8,2.3,5.3,13.81,5,8,62.5,52,0,4.8,5.3,-0.5,2016,4
Lance Kendricks,LAR,TE,2.8,3,3.6,8.39,5,7,71.43,52,0,9.1,5.6,3.5,2016,4
Victor Cruz,NYG,WR,4.9,1.8,8,22.66,5,9,55.56,50,0,2.2,1.5,0.7,2016,4
Travis Benjamin,LAC,WR,7.5,3.4,11.1,23.05,4,7,57.14,48,0,3.3,4.9,-1.5,2016,4
Corey Brown,CAR,WR,5.3,3.2,10.5,18.18,5,7,71.43,48,1,2,3.2,-1.2,2016,4
C.J. Fiedorowicz,HOU,TE,3.5,3.2,8.6,14.07,4,5,80,48,1,4.4,6.7,-2.3,2016,4
Amari Cooper,OAK,WR,3.4,1.6,8.5,17.55,5,6,83.33,48,0,3,3.6,-0.6,2016,4
Charles Clay,BUF,TE,6.8,2.7,9.9,20.09,5,7,71.43,47,0,1.3,3.2,-1.9,2016,4
Jason Witten,DAL,TE,5.8,1.4,4.6,20.35,7,9,77.78,47,0,1.3,2,-0.7,2016,4
Stefon Diggs,MIN,WR,3.4,1.9,7.6,19.97,5,7,71.43,47,0,3,3.7,-0.7,2016,4
Alshon Jeffery,CHI,WR,6.5,4,12.2,25.38,3,5,60,46,0,3.9,6.7,-2.8,2016,4
Terrelle Pryor,CLE,WR,2.6,2.1,8.4,43.25,5,9,55.56,46,1,1,2.5,-1.5,2016,4
C.J. Uzomah,CIN,TE,7.6,4,7,15.19,4,5,80,45,0,5.2,6.4,-1.2,2016,4
Terrance Williams,DAL,WR,6,2.3,11,32.56,4,6,66.67,44,1,1.2,0.4,0.7,2016,4
Brandon LaFell,CIN,WR,5.5,2.9,8.2,21.42,4,6,66.67,44,0,3.1,5.1,-1.9,2016,4
Mike Wallace,BAL,WR,4.6,1.9,14.1,33.97,4,9,44.44,44,0,0.8,1.3,-0.6,2016,4
Michael Thomas,NO,WR,3.2,2.1,10,38.55,4,9,44.44,44,1,5.6,4.7,0.8,2016,4
Will Tye,NYG,TE,6.8,3,5.8,10.88,4,6,66.67,43,0,5.5,11.3,-5.7,2016,4
T.Y. Hilton,IND,WR,6.5,3.1,10.6,45.06,7,10,70,42,1,0.6,3.3,-2.8,2016,4
Eric Ebron,DET,TE,3.1,1.9,9.4,16.93,4,5,80,42,0,0.2,2.2,-2,2016,4
Brice Butler,DAL,WR,3,1.5,8.2,36.47,5,9,55.56,41,1,0.9,1.2,-0.3,2016,4
Tyrell Williams,LAC,WR,6.6,1.5,11.5,27.28,5,8,62.5,40,0,0.8,2,-1.3,2016,4
Pierre Garcon,WAS,WR,5,2.3,3.7,13.24,4,5,80,39,0,7.1,4.3,2.7,2016,4
Kelvin Benjamin,CAR,WR,4.5,1.5,10.6,18.26,3,7,42.86,39,1,4.8,4.5,0.3,2016,4
Cordarrelle Patterson,MIN,WR,8.8,4.1,3.5,7.83,5,6,83.33,38,0,8.3,6.4,1.8,2016,4
Vincent Jackson,TB,WR,6.6,1.3,17.4,21.02,3,5,60,38,0,1.1,1.3,-0.2,2016,4
Michael Floyd,ARI,WR,8.2,2.2,15.5,21.29,3,7,42.86,36,1,0,1.7,-1.7,2016,4
Delanie Walker,TEN,TE,6.6,3.4,12.2,29.29,2,8,25,34,0,4.9,8.2,-3.3,2016,4
Andre Johnson,TEN,WR,8.2,1.6,7.8,11.73,3,5,60,33,0,1.9,3.7,-1.9,2016,4
Anquan Boldin,DET,WR,6.9,2.3,4.3,12.42,6,8,75,31,0,2.5,4.3,-1.8,2016,4
Jaelen Strong,HOU,WR,6.6,2.7,5.1,9.96,5,6,83.33,31,0,2,2.8,-0.8,2016,4
Brandin Cooks,NO,WR,6,3,9.5,24.44,3,6,50,31,0,1,1.2,-0.2,2016,4
Sterling Shepard,NYG,WR,4.2,2.1,6.8,14.99,4,7,57.14,30,0,5.1,6.5,-1.4,2016,4
Cameron Meredith,CHI,WR,9.3,3.1,3.4,7.02,4,5,80,28,0,3.9,3.9,0.1,2016,4
Marqise Lee,JAX,WR,7.5,4.2,3.3,9.09,4,6,66.67,28,0,4.3,6.5,-2.2,2016,4
Ricardo Louis,CLE,WR,5.7,2.4,12.8,36.3,3,5,60,28,0,4,2.6,1.4,2016,4
Tyreek Hill,KC,WR,9.7,3.2,7.9,18.17,5,7,71.43,24,1,1.9,2.8,-0.9,2016,4
Breshad Perriman,BAL,WR,6.3,2.2,6.9,9.22,3,5,60,24,0,3.9,4.9,-1,2016,4
Odell Beckham,NYG,WR,6.8,2.3,17,48.29,3,9,33.33,23,0,2.4,1.1,1.3,2016,4
Travis Kelce,KC,TE,5,2.3,5.2,13.57,5,8,62.5,23,1,1.5,1.7,-0.2,2016,4
